x y
207.01573876176724 1299.4027802489745
1503.154942266351 1198.8827620929776
211.78012484163125 1289.3851809355522
1523.736484249962 1190.1689574559362
1499.4571691111937 1202.49207863135
1491.8792218089018 1182.1439554512856
490.1690779698714 1402.7447149717502
192.40614998772 1287.9649523496569
1502.541485908156 1207.3355569890143
1287.0420118833367 714.095170244532
209.4053479888443 1298.476331478177
1500.8573386582636 1206.4641311064197
517.0500946204439 1380.0604051997543
1502.2781647121456 1203.7947666894736
210.68769915435777 1300.2343081743684
1493.5630104828967 1218.0812465194622
504.7234925935723 1398.0959361426778
1302.21564500418 690.411947629527
205.36928890439148 1304.15864033514
194.4379993082388 1297.8085686082613
508.7527467537253 1407.333990445014
1294.5766896434343 698.3030547475038
1494.7525600799997 1212.0847063556025
1290.0496667548139 698.3766480708917
1293.6465590071662 698.0284755865217
485.33250577921297 1406.8872039830355
198.26723309740157 1312.361700630443
1494.9388777049032 1209.0943063571133
496.13245193897336 1396.3213523949587
504.0735313514215 1423.134978926469
509.99260029844953 1417.3905986549792
495.6012971016546 1392.4336958595795
206.60507532284709 1301.6205384429368
1297.6641236246562 701.4320514049895
1319.8063017294696 704.6511852800958
1288.3470126694965 713.9333992157411
193.37470121945424 1303.8155065472095
1291.4535936354152 699.5547070741802
511.05022087137775 1393.067647472448
1313.5306980352166 701.8020661716494
