x y
1109.6700654430167 597.5604192282779
789.5987886557592 710.0062537790768
391.6072928341766 294.7503338160631
497.4904367683575 1394.0984800238716
1392.6139077917476 198.88221581932265
799.0708757873739 701.8464064572862
604.3215538482297 1100.0570531736137
890.0998955533063 1480.049743284732
799.7752735644344 708.3478584661524
303.5546550739614 1004.4182802009772
602.1146321558537 1097.3526532834003
1104.2056818283527 604.082816892347
1309.8286334817087 1296.126286038989
606.7822424074972 1099.3030318669155
99.56770911665905 503.9592043952228
496.93802317357444 1409.885792854977
1296.7112148670835 1307.9226048975372
1413.985405832714 198.96858141910033
893.3669058783274 1491.4562386619318
119.04672538158495 508.49080954123616
894.6832777493229 1521.2597762230062
1392.5307347949467 208.27173537623935
298.3829549818813 992.104209357346
111.16951471518388 497.380525987234
1091.2014829393893 591.5018614332115
898.142675417221 1494.5828661480211
505.34498587907035 1404.830976229486
593.3967554387469 1103.9932158769852
113.8196384839966 479.8259778302174
389.64138892424546 292.3641974469557
600.9853334852642 1095.820332899869
297.02875250495487 1010.4485160154334
900.2177262036298 1511.3723615935892
300.59092532184195 998.2191626665559
109.70296761302532 492.34707232547254
1400.878898441801 203.87003069256585
282.8976851076366 996.8878460499046
295.9533974462555 995.350778887211
1402.3405461514435 205.78235360245534
391.50662163889154 288.6633769502976
509.9631055075678 1394.682977184842
589.9727174364715 1108.112050676454
1090.68509139245 596.1711029800261
593.2846143385053 1095.9706563516718
1306.2570021813383 1306.0911034732337
799.7073608074742 694.8985701103226
493.1006218227283 1400.2676178416602
126.88107402162922 501.48207273637865
492.50759724544884 1394.1337411904842
1404.335429319273 185.68007746080303
1379.6839969657972 204.215753166904
294.375313228089 994.3258322854394
393.96992844192533 294.3365203744394
415.2655055886195 297.3208002885146
1106.4321171003673 591.4595395304332
1106.490211214023 608.8499289325318
404.3055761457471 292.4780263767577
1098.6721339045137 619.5328600204716
110.20284235303552 507.3193508964415
886.2008981286793 1505.798220982882
796.8939573543206 696.956336437838
497.61434910834885 1395.3775064280342
491.36077695738476 1394.1672023640829
499.76394779575855 1388.9659439024506
799.971495760084 711.0262495025202
607.4559307565729 1111.8144233836288
392.34567573054227 290.41786633031444
898.3667032202721 1496.4992609388705
799.3052170173934 709.1770830238937
305.95445316100336 1001.8835395985565
612.2758367280957 1089.318110407944
101.44125483335522 495.4503995658923
807.7984857103226 697.2132968186867
1291.582159829758 1298.2578629392167
916.3619925615342 1489.9541285478256
498.97741035387014 1395.1182078554302
796.7107143189239 702.351343844754
779.382889393816 691.1268114273615
1300.1432778849226 1289.353965450723
1094.905567072114 607.1700178053828
1303.068957301405 1303.9895631469915
882.5650335745088 1504.9329699251282
1396.975079559504 207.22023102977298
1397.9868138193779 210.44941833749812
397.7901414236204 294.57944604073003
1301.009021081064 1305.7489765686287
303.70521917510416 1004.9100386944057
98.95594303207216 494.41801305158054
298.9131284524956 1015.1291819263348
1289.4662217949003 1304.6947867627086
1092.8769266471952 599.277711849821
887.0882033592062 1483.3236990542798
115.87034776841746 500.85673408615565
405.67238107227524 293.30723344978213
1306.4936919878683 1306.8629926541835
605.8283531808652 1091.439899172153
1104.9321030504436 611.5849843873584
405.2657767219591 317.89136491982305
1403.4591305410145 213.62458219263038
1314.5060518132345 1314.5001742600896
