x y
1095.9490476774201 1292.8002104755105
1104.2927962641677 1308.5278480178763
706.1435005829545 904.7039707024659
1100.9730300850445 1301.0509479984803
698.0814387029046 889.8987266205313
684.5871191393903 902.8585315894984
695.5209912358879 905.2274871367389
298.23649779903 1004.5925747586077
1087.2533595986263 1305.1512030338713
307.02703561381 997.1555781295465
1096.2377774207278 1306.878975575376
1086.3792106696774 1288.2120385874757
1096.7968427340686 1307.4880984921595
1113.0120102293308 1294.753657031636
1086.0323040998567 1306.029379757064
703.0305503025841 898.0074763017417
702.8582525230495 904.2033986116003
291.0762972378162 1004.4365303138459
304.03142587333747 1007.3277975913735
300.5479306600602 1001.2312314616062
300.3555708235415 1005.7806298739117
292.747986452116 1007.4138331114642
687.0378047495855 895.167065928537
716.9354962081121 917.8798975992459
303.23595462717134 983.1681016069033
1100.2599481652253 1293.8091972854968
690.9833605273697 903.0823789790171
307.89322723043665 999.0668447489263
297.11014280735134 992.9826972667439
697.4896797922115 906.2361547602837
