x y
110.39125472811787 1385.676406411806
592.2786788837537 1107.5580570929967
1409.3398098619282 281.1179526485111
1410.8849985956354 315.05933485097484
1288.936901033154 990.2838106129708
603.971364513551 1100.9969768195854
1510.635273290851 100.21670925555568
1513.9262700389297 86.28354865310627
1490.747287377389 103.67458099003008
1396.3515866656865 302.32034211402555
81.78324738010045 1405.5162158971148
1397.9809843709243 302.19104541838266
97.49368659781737 1400.6407338063593
1515.1435747741152 110.23759561708059
1298.7568067938266 1017.1875705143913
606.3345795270749 1085.3070416242533
98.4470414685216 1394.6320824738016
594.9246693684415 1101.1555715731633
609.4814003225974 1106.7253279255456
1305.6542253686905 997.1022031108508
591.0552342616982 1087.165716287561
1510.0800498332383 99.34448669743075
1312.7129543651718 987.3603951002777
606.4698260242264 1107.7007596439219
102.33103521574206 1406.3862440036226
1303.7840034425408 1005.2039248364425
93.3162525002474 1401.0751270830037
1517.5626813834285 102.22909400522039
1300.8007462338176 990.4214831224245
95.67234703749007 1400.6249037227947
597.7200075049428 1098.488555911864
1395.698835851823 307.36613938546276
1492.674084115428 100.24125536694304
109.50433718493082 1405.2107087933816
1398.4850298083022 308.3895807173502
1398.3974516166047 303.4373355719052
110.26136578873692 1405.7672179486744
98.98479519852638 1412.224850646044
1299.0922063505993 997.5692023714436
1300.3878396316695 987.2825364388833
1393.5473298711886 311.73428330844564
612.2245125866723 1100.0939013084815
1291.4934063505416 1001.0674922095915
1396.0957852762692 294.82653824592626
613.2237128578768 1095.9743573083995
1305.3293436031706 1001.4630080243685
1501.4475713115048 103.53525108354822
1490.5923512725935 89.15875032685
1487.7826144995897 111.4555978116143
1397.5423993304767 327.1171909805349
