x,y,z,p
-2.18280930751327,-0.029668284931681,-4.17788305845488,100030.43626517
-5.69719936167907,-1.16805508133362,2.70416666965902,100020.971631844
-2.38807983095986,0.489320411998876,-4.42207177692307,100021.156537344
-6.85962774601501,0.177311158000652,-1.7455874604608,100018.526120692
2.66853802113943,-0.702350019143401,3.03311427205205,97710.3520641364
8.05140512994385,-0.676479068217479,6.58369506577944,99999.9489339709
5.76784515141683,-1.24569951325491,1.79964457653683,100959.306052278
6.03962750839906,-0.443627192757112,4.57964009293918,99275.2568144909
5.38715908887265,-1.16805517701369,3.80066731090345,99122.2425064246
-7.44084193197164,-0.029668285093705,2.15591638788059,100014.874390265
-4.97068164667668,-0.262520170416692,-11.5504087656319,99999.9999076378
-4.53477100809995,-0.495372056266558,-4.27555854803969,100017.326787103
-5.50345517950337,-0.236629012137846,-0.969353946532045,100042.151935766
-1.97753878064082,0.125566299542245,3.74584230200301,100040.836576267
-5.60032774826598,-0.547105869475248,-1.22813219332024,100037.123294697
-2.28544455548121,-0.081413153240908,3.14276693380864,100115.70400343
7.45330908129772,-1.06456554395146,3.85549236726802,99759.9963288266
4.62595443762652,-1.16801616134508,-0.814126523903825,106096.26405291
6.90958539796722,-1.01282067790683,-3.29880364495448,99494.3271042318
-5.79406840843434,-0.081413148218507,4.07479249413907,100012.828756718
6.5833511898328,0.544145413221763,-3.78718108302334,99857.3746989648
5.05892121835462,-0.029781471734085,1.44551844290773,104075.359322184
5.82237519226815,0.125529044008834,-1.74532403739601,101833.092465673
-6.66588968559057,-0.133158011706308,-4.37323403755377,100009.719907067
-1.46434315307603,-1.11628380256221,2.15590022138775,101388.71920415
7.34456434412356,-0.184902875320426,-3.39647914200227,99711.8355538971
-7.82831805510755,-0.495372055766619,-3.20112816336699,100009.064860232
0.999233933471753,-0.857152307883638,2.48453379820529,109383.689354438
-5.21285422365775,-0.081413148301843,3.41689211483365,100019.883915214
5.0609248797424,0.280800872527693,-3.54299236633379,99036.7860458323
4.08282922569259,-0.495021548632952,-0.659124531769738,113322.415216779
1.76864830417528,-2.64278337105594,8.83255329256245,99999.9311359165
-6.13311001622312,1.22945835394035,-10.5209701624687,99999.9885351329
-1.87413005584346,-0.849984768726035,-0.241483675029775,101380.900289488
1.56337779182081,-0.26252017167863,-6.39944993840044,100000.126869929
-6.95650171774402,0.125570858319689,0.375949281446611,100022.839857916
-3.82497350701667,-1.01282061258484,3.142766938419,100036.312183476
7.12707489799711,0.073821388226284,0.013737981808742,102308.907277383
5.93088279549903,-0.805841230119706,3.41689214502633,99880.9841185032
6.36586285569178,-0.029668123460424,2.86864300026007,98518.2782201978
1.51209160986984,-0.702349217643747,2.97829599625689,106752.984319506
-4.72859167551054,-0.650289634443743,0.894908758907885,101000.270534857
-5.79405765813804,-0.133140032016248,-0.814110148507015,100039.431957355
0.947566217013183,-2.64278382803747,-12.4537323424823,100000.003751461
-2.38807755719395,-0.391874694655502,-1.7973400987553,101191.109685486
6.47469634551626,-0.288415026076075,-1.84899510558608,100778.691251386
-5.40659228525334,-0.133158011727182,-3.64066786620701,100016.64276946
-4.33814924945716,-1.06455402784399,1.60766371771136,100193.767099809
-4.43789585089863,-0.598652312862868,1.05938188379869,103103.344177156
7.88828802552424,-0.754096372849893,4.92817139274471,99967.713520158
-11.8690600140144,0.35841818755071,-6.39944994001438,99999.9917763763
2.4494645082889,0.330280965459624,1.77109747102825,90130.1621533187
0.845291109776737,-1.24310923482292,-1.15053588023663,106716.461635644
-4.82537810043248,0.229056032274847,-4.4220717822213,100014.401097852
-4.08156165997436,-1.24567236449926,-3.56741121890724,100018.599489293
2.55946919805874,-1.11333437041622,-0.658615592230392,88723.6467115246
-5.79406792342225,-0.598859788108864,-1.43511753054116,100028.008131074
-6.76275871580458,0.489320425004874,-3.49415463088211,100010.736389859
-6.42371710909769,0.626382952390392,3.5539546882429,100011.905124647
-7.05336583222298,-0.391882277822284,1.55284105388142,100017.619089839
7.12707709630061,0.229056094370743,2.32039369336948,99741.6625607898
-7.63457999339762,0.22905603009724,2.70416670369858,100011.522308095
5.16902857020391,0.125551147674079,1.16978211606833,101842.386064384
7.12707491891849,-0.754096324927325,0.013737984227799,102374.440694155
-0.848550703536618,-0.805841213509969,-3.24996570573107,100633.980079964
5.06092488166811,-0.184902875292183,4.87008284285507,100187.825602634
-7.828318245286,0.332545724940931,-0.089751880399756,100013.086257786
-2.69598562251116,-0.391882329229745,-3.83601884522191,100032.316070729
-4.2357019452627,-0.082931973708614,-0.605638222520558,104537.18234381
-3.2091640569656,0.17726395672141,-1.27989951637491,101817.238188941
-6.95649677780869,0.073821440137904,-1.95256691609764,100019.122257532
-7.34397290110619,-0.754096372833832,-2.85926395002416,100011.523864207
5.71463754983598,-0.340509173652728,-1.33063559879123,100940.947557596
4.6267732973396,-0.34026283972339,-0.038273628096279,108292.174052691
-5.40659228525537,-0.44362719276202,-3.93369433474694,100013.020315662
-1.05382141435788,-0.80584123501062,-4.32439629231029,100041.33911021
-14.4290091764029,0.358418183262547,-3.51857350410128,100002.796190081
2.02453145587043,0.017217453617254,-1.94852392423095,90053.8841442544
0.999172230489262,0.021602599693201,2.59435762896046,110113.647465014
